PVAPPVA   1
VAPPPVA   1
VPPPPVA   1
AVPPPVA   1
PVPPPVA   1
VNRPPVA   2
AAVPPVA   1
PAVPPVA   1
APVPPVA   1
PPVPPVA   1
NRVPPVA   2
VANRPVA   2
VPNRPVA   2
AVNRPVA   2
PVNRPVA   2
AAAVPVA   1
PAAVPVA   1
APAVPVA   1
PPAVPVA   1
NRAVPVA   2
AAPVPVA   1
PAPVPVA   1
APPVPVA   1
PPPVPVA   1
NRPVPVA   2
ANRVPVA   2
PNRVPVA   2
VAANRVA   2
VPANRVA   2
AVANRVA   2
PVANRVA   2
VAPNRVA   2
VPPNRVA   2
AVPNRVA   2
PVPNRVA   2
VNRNRVA   5
AAVNRVA   2
PAVNRVA   2
APVNRVA   2
PPVNRVA   2
NRVNRVA   5
AAAAVVA   1
PAAAVVA   1
APAAVVA   1
PPAAVVA   1
NRAAVVA   2
AAPAVVA   1
PAPAVVA   1
APPAVVA   1
PPPAVVA   1
NRPAVVA   2
ANRAVVA   2
PNRAVVA   2
AAAPVVA   1
PAAPVVA   1
APAPVVA   1
PPAPVVA   1
NRAPVVA   2
AAPPVVA   1
PAPPVVA   1
APPPVVA   1
PPPPVVA   1
NRPPVVA   2
ANRPVVA   2
PNRPVVA   2
AANRVVA   2
PANRVVA   2
APNRVVA   2
PPNRVVA   2
NRNRVVA   5
VVAAAAP   1
VVPAAAP   1
VAVAAAP   1
VPVAAAP   1
AVVAAAP   1
PVVAAAP   1
VVAPAAP   1
VVPPAAP   1
VAVPAAP   1
VPVPAAP   1
AVVPAAP   1
PVVPAAP   1
VVNRAAP   2
VAAVAAP   1
VPAVAAP   1
AVAVAAP   1
PVAVAAP   1
VAPVAAP   1
VPPVAAP   1
AVPVAAP   1
PVPVAAP   1
VNRVAAP   2
AAVVAAP   1
PAVVAAP   1
APVVAAP   1
PPVVAAP   1
NRVVAAP   2
VVAAPAP   1
VVPAPAP   1
VAVAPAP   1
VPVAPAP   1
AVVAPAP   1
PVVAPAP   1
VVAPPAP   1
VVPPPAP   1
VAVPPAP   1
VPVPPAP   1
AVVPPAP   1
PVVPPAP   1
VVNRPAP   2
VAAVPAP   1
VPAVPAP   1
AVAVPAP   1
PVAVPAP   1
VAPVPAP   1
VPPVPAP   1
AVPVPAP   1
PVPVPAP   1
VNRVPAP   2
AAVVPAP   1
PAVVPAP   1
APVVPAP   1
PPVVPAP   1
NRVVPAP   2
VVANRAP   2
VVPNRAP   2
VAVNRAP   2
VPVNRAP   2
AVVNRAP   2
PVVNRAP   2
VAAAVAP   1
VPAAVAP   1
AVAAVAP   1
PVAAVAP   1
VAPAVAP   1
VPPAVAP   1
AVPAVAP   1
PVPAVAP   1
VNRAVAP   2
AAVAVAP   1
PAVAVAP   1
APVAVAP   1
PPVAVAP   1
NRVAVAP   2
VAAPVAP   1
VPAPVAP   1
AVAPVAP   1
PVAPVAP   1
VAPPVAP   1
VPPPVAP   1
AVPPVAP   1
PVPPVAP   1
VNRPVAP   2
AAVPVAP   1
PAVPVAP   1
APVPVAP   1
PPVPVAP   1
NRVPVAP   2
VANRVAP   2
VPNRVAP   2
AVNRVAP   2
PVNRVAP   2
AAAVVAP   1
PAAVVAP   1
APAVVAP   1
PPAVVAP   1
NRAVVAP   2
AAPVVAP   1
PAPVVAP   1
APPVVAP   1
PPPVVAP   1
NRPVVAP   2
ANRVVAP   2
PNRVVAP   2
VVAAAPP   1
VVPAAPP   1
VAVAAPP   1
VPVAAPP   1
AVVAAPP   1
PVVAAPP   1
VVAPAPP   1
VVPPAPP   1
VAVPAPP   1
VPVPAPP   1
AVVPAPP   1
PVVPAPP   1
VVNRAPP   2
VAAVAPP   1
VPAVAPP   1
AVAVAPP   1
PVAVAPP   1
VAPVAPP   1
VPPVAPP   1
AVPVAPP   1
PVPVAPP   1
VNRVAPP   2
AAVVAPP   1
PAVVAPP   1
APVVAPP   1
PPVVAPP   1
NRVVAPP   2
VVAAPPP   1
VVPAPPP   1
VAVAPPP   1
VPVAPPP   1
AVVAPPP   1
PVVAPPP   1
VVAPPPP   1
VVPPPPP   1
VAVPPPP   1
VPVPPPP   1
AVVPPPP   1
PVVPPPP   1
VVNRPPP   2
VAAVPPP   1
VPAVPPP   1
AVAVPPP   1
PVAVPPP   1
VAPVPPP   1
VPPVPPP   1
AVPVPPP   1
PVPVPPP   1
VNRVPPP   2
AAVVPPP   1
PAVVPPP   1
APVVPPP   1
PPVVPPP   1
NRVVPPP   2
VVANRPP   2
VVPNRPP   2
VAVNRPP   2
VPVNRPP   2
AVVNRPP   2
PVVNRPP   2
VAAAVPP   1
VPAAVPP   1
AVAAVPP   1
PVAAVPP   1
VAPAVPP   1
VPPAVPP   1
AVPAVPP   1
PVPAVPP   1
VNRAVPP   2
AAVAVPP   1
PAVAVPP   1
APVAVPP   1
PPVAVPP   1
NRVAVPP   2
VAAPVPP   1
VPAPVPP   1
AVAPVPP   1
PVAPVPP   1
VAPPVPP   1
VPPPVPP   1
AVPPVPP   1
PVPPVPP   1
VNRPVPP   2
AAVPVPP   1
PAVPVPP   1
APVPVPP   1
PPVPVPP   1
NRVPVPP   2
VANRVPP   2
VPNRVPP   2
AVNRVPP   2
PVNRVPP   2
AAAVVPP   1
PAAVVPP   1
APAVVPP   1
PPAVVPP   1
NRAVVPP   2
AAPVVPP   1
PAPVVPP   1
APPVVPP   1
PPPVVPP   1
NRPVVPP   2
ANRVVPP   2
PNRVVPP   2
VVAANRP   2
VVPANRP   2
VAVANRP   2
VPVANRP   2
AVVANRP   2
PVVANRP   2
VVAPNRP   2
VVPPNRP   2
VAVPNRP   2
VPVPNRP   2
AVVPNRP   2
PVVPNRP   2
VVNRNRP   5
VAAVNRP   2
VPAVNRP   2
AVAVNRP   2
PVAVNRP   2
VAPVNRP   2
VPPVNRP   2
AVPVNRP   2
PVPVNRP   2
VNRVNRP   5
AAVVNRP   2
PAVVNRP   2
APVVNRP   2
PPVVNRP   2
NRVVNRP   5
VAAAAVP   1
VPAAAVP   1
AVAAAVP   1
PVAAAVP   1
VAPAAVP   1
VPPAAVP   1
AVPAAVP   1
PVPAAVP   1
VNRAAVP   2
AAVAAVP   1
PAVAAVP   1
APVAAVP   1
PPVAAVP   1
NRVAAVP   2
VAAPAVP   1
VPAPAVP   1
AVAPAVP   1
PVAPAVP   1
VAPPAVP   1
VPPPAVP   1
AVPPAVP   1
PVPPAVP   1
VNRPAVP   2
AAVPAVP   1
PAVPAVP   1
APVPAVP   1
PPVPAVP   1
NRVPAVP   2
VANRAVP   2
VPNRAVP   2
AVNRAVP   2
PVNRAVP   2
AAAVAVP   1
PAAVAVP   1
APAVAVP   1
PPAVAVP   1
NRAVAVP   2
AAPVAVP   1
PAPVAVP   1
APPVAVP   1
PPPVAVP   1
NRPVAVP   2
ANRVAVP   2
PNRVAVP   2
VAAAPVP   1
VPAAPVP   1
AVAAPVP   1
PVAAPVP   1
VAPAPVP   1
VPPAPVP   1
AVPAPVP   1
PVPAPVP   1
VNRAPVP   2
AAVAPVP   1
PAVAPVP   1
APVAPVP   1
PPVAPVP   1
NRVAPVP   2
VAAPPVP   1
VPAPPVP   1
AVAPPVP   1
PVAPPVP   1
VAPPPVP   1
VPPPPVP   1
AVPPPVP   1
PVPPPVP   1
VNRPPVP   2
AAVPPVP   1
PAVPPVP   1
APVPPVP   1
PPVPPVP   1
NRVPPVP   2
VANRPVP   2
VPNRPVP   2
AVNRPVP   2
PVNRPVP   2
AAAVPVP   1
PAAVPVP   1
APAVPVP   1
PPAVPVP   1
NRAVPVP   2
AAPVPVP   1
PAPVPVP   1
APPVPVP   1
PPPVPVP   1
NRPVPVP   2
ANRVPVP   2
PNRVPVP   2
VAANRVP   2
VPANRVP   2
AVANRVP   2
PVANRVP   2
VAPNRVP   2
VPPNRVP   2
AVPNRVP   2
PVPNRVP   2
VNRNRVP   5
AAVNRVP   2
PAVNRVP   2
APVNRVP   2
PPVNRVP   2
NRVNRVP   5
AAAAVVP   1
PAAAVVP   1
APAAVVP   1
PPAAVVP   1
NRAAVVP   2
AAPAVVP   1
PAPAVVP   1
APPAVVP   1
PPPAVVP   1
NRPAVVP   2
ANRAVVP   2
PNRAVVP   2
AAAPVVP   1
PAAPVVP   1
APAPVVP   1
PPAPVVP   1
NRAPVVP   2
AAPPVVP   1
PAPPVVP   1
APPPVVP   1
PPPPVVP   1
NRPPVVP   2
ANRPVVP   2
PNRPVVP   2
AANRVVP   2
PANRVVP   2
APNRVVP   2
PPNRVVP   2
NRNRVVP   5
VVAAANR   2
VVPAANR   2
VAVAANR   2
VPVAANR   2
AVVAANR   2
PVVAANR   2
VVAPANR   2
VVPPANR   2
VAVPANR   2
VPVPANR   2
AVVPANR   2
PVVPANR   2
VVNRANR   5
VAAVANR   2
VPAVANR   2
AVAVANR   2
PVAVANR   2
VAPVANR   2
VPPVANR   2
AVPVANR   2
PVPVANR   2
VNRVANR   5
AAVVANR   2
PAVVANR   2
APVVANR   2
PPVVANR   2
NRVVANR   5
VVAAPNR   2
VVPAPNR   2
VAVAPNR   2
VPVAPNR   2
AVVAPNR   2
PVVAPNR   2
VVAPPNR   2
VVPPPNR   2
VAVPPNR   2
VPVPPNR   2
AVVPPNR   2
PVVPPNR   2
VVNRPNR   5
VAAVPNR   2
VPAVPNR   2
AVAVPNR   2
PVAVPNR   2
VAPVPNR   2
VPPVPNR   2
AVPVPNR   2
PVPVPNR   2
VNRVPNR   5
AAVVPNR   2
PAVVPNR   2
APVVPNR   2
PPVVPNR   2
NRVVPNR   5
VVANRNR   5
VVPNRNR   5
VAVNRNR   5
VPVNRNR   5
AVVNRNR   5
PVVNRNR   5
VAAAVNR   2
VPAAVNR   2
AVAAVNR   2
PVAAVNR   2
VAPAVNR   2
VPPAVNR   2
AVPAVNR   2
PVPAVNR   2
VNRAVNR   5
AAVAVNR   2
PAVAVNR   2
APVAVNR   2
PPVAVNR   2
NRVAVNR   5
VAAPVNR   2
VPAPVNR   2
AVAPVNR   2
PVAPVNR   2
VAPPVNR   2
VPPPVNR   2
AVPPVNR   2
PVPPVNR   2
VNRPVNR   5
AAVPVNR   2
PAVPVNR   2
APVPVNR   2
PPVPVNR   2
NRVPVNR   5
VANRVNR   5
VPNRVNR   5
AVNRVNR   5
PVNRVNR   5
AAAVVNR   2
PAAVVNR   2
APAVVNR   2
PPAVVNR   2
NRAVVNR   5
AAPVVNR   2
PAPVVNR   2
APPVVNR   2
PPPVVNR   2
NRPVVNR   5
ANRVVNR   5
PNRVVNR   5
RVVAAAN   2
RVVPAAN   2
RVAVAAN   2
RVPVAAN   2
RAVVAAN   2
RPVVAAN   2
RVVAPAN   2
RVVPPAN   2
RVAVPAN   2
RVPVPAN   2
RAVVPAN   2
RPVVPAN   2
RVVNRAN   5
RVAAVAN   2
RVPAVAN   2
RAVAVAN   2
RPVAVAN   2
RVAPVAN   2
RVPPVAN   2
RAVPVAN   2
RPVPVAN   2
RVNRVAN   5
RAAVVAN   2
RPAVVAN   2
RAPVVAN   2
RPPVVAN   2
RNRVVAN   5
RVVAAPN   2
RVVPAPN   2
RVAVAPN   2
RVPVAPN   2
RAVVAPN   2
RPVVAPN   2
RVVAPPN   2
RVVPPPN   2
RVAVPPN   2
RVPVPPN   2
RAVVPPN   2
RPVVPPN   2
RVVNRPN   5
RVAAVPN   2
RVPAVPN   2
RAVAVPN   2
RPVAVPN   2
RVAPVPN   2
RVPPVPN   2
RAVPVPN   2
RPVPVPN   2
RVNRVPN   5
RAAVVPN   2
RPAVVPN   2
RAPVVPN   2
RPPVVPN   2
RNRVVPN   5
RVVANRN   5
RVVPNRN   5
RVAVNRN   5
RVPVNRN   5
RAVVNRN   5
RPVVNRN   5
RVAAAVN   2
RVPAAVN   2
RAVAAVN   2
RPVAAVN   2
RVAPAVN   2
RVPPAVN   2
RAVPAVN   2
RPVPAVN   2
RVNRAVN   5
RAAVAVN   2
RPAVAVN   2
RAPVAVN   2
RPPVAVN   2
RNRVAVN   5
RVAAPVN   2
RVPAPVN   2
RAVAPVN   2
RPVAPVN   2
RVAPPVN   2
RVPPPVN   2
RAVPPVN   2
RPVPPVN   2
RVNRPVN   5
RAAVPVN   2
RPAVPVN   2
RAPVPVN   2
RPPVPVN   2
RNRVPVN   5
RVANRVN   5
RVPNRVN   5
RAVNRVN   5
RPVNRVN   5
RAAAVVN   2
RPAAVVN   2
RAPAVVN   2
RPPAVVN   2
RNRAVVN   5
RAAPVVN   2
RPAPVVN   2
RAPPVVN   2
RPPPVVN   2
RNRPVVN   5
RANRVVN   5
RPNRVVN   5
VAAAAAV   1
VPAAAAV   1
AVAAAAV   1
PVAAAAV   1
VAPAAAV   1
VPPAAAV   1
AVPAAAV   1
PVPAAAV   1
VNRAAAV   2
AAVAAAV   1
PAVAAAV   1
APVAAAV   1
PPVAAAV   1
NRVAAAV   2
VAAPAAV   1
VPAPAAV   1
AVAPAAV   1
PVAPAAV   1
VAPPAAV   1
VPPPAAV   1
AVPPAAV   1
PVPPAAV   1
VNRPAAV   2
AAVPAAV   1
PAVPAAV   1
APVPAAV   1
PPVPAAV   1
NRVPAAV   2
VANRAAV   2
VPNRAAV   2
AVNRAAV   2
PVNRAAV   2
AAAVAAV   1
PAAVAAV   1
APAVAAV   1
PPAVAAV   1
NRAVAAV   2
AAPVAAV   1
PAPVAAV   1
APPVAAV   1
PPPVAAV   1
NRPVAAV   2
ANRVAAV   2
PNRVAAV   2
VAAAPAV   1
VPAAPAV   1
AVAAPAV   1
PVAAPAV   1
VAPAPAV   1
VPPAPAV   1
AVPAPAV   1
PVPAPAV   1
VNRAPAV   2
AAVAPAV   1
PAVAPAV   1
APVAPAV   1
PPVAPAV   1
NRVAPAV   2
VAAPPAV   1
VPAPPAV   1
AVAPPAV   1
PVAPPAV   1
VAPPPAV   1
VPPPPAV   1
AVPPPAV   1
PVPPPAV   1
VNRPPAV   2
AAVPPAV   1
PAVPPAV   1
APVPPAV   1
PPVPPAV   1
NRVPPAV   2
VANRPAV   2
VPNRPAV   2
AVNRPAV   2
PVNRPAV   2
AAAVPAV   1
PAAVPAV   1
APAVPAV   1
PPAVPAV   1
NRAVPAV   2
AAPVPAV   1
PAPVPAV   1
APPVPAV   1
PPPVPAV   1
NRPVPAV   2
ANRVPAV   2
PNRVPAV   2
VAANRAV   2
VPANRAV   2
AVANRAV   2
PVANRAV   2
VAPNRAV   2
VPPNRAV   2
AVPNRAV   2
PVPNRAV   2
VNRNRAV   5
AAVNRAV   2
PAVNRAV   2
APVNRAV   2
PPVNRAV   2
NRVNRAV   5
AAAAVAV   1
PAAAVAV   1
APAAVAV   1
PPAAVAV   1
NRAAVAV   2
AAPAVAV   1
PAPAVAV   1
APPAVAV   1
PPPAVAV   1
NRPAVAV   2
ANRAVAV   2
PNRAVAV   2
AAAPVAV   1
PAAPVAV   1
APAPVAV   1
PPAPVAV   1
NRAPVAV   2
AAPPVAV   1
PAPPVAV   1
APPPVAV   1
PPPPVAV   1
NRPPVAV   2
ANRPVAV   2
PNRPVAV   2
AANRVAV   2
PANRVAV   2
APNRVAV   2
PPNRVAV   2
NRNRVAV   5
VAAAAPV   1
VPAAAPV   1
AVAAAPV   1
PVAAAPV   1
VAPAAPV   1
VPPAAPV   1
AVPAAPV   1
PVPAAPV   1
VNRAAPV   2
AAVAAPV   1
PAVAAPV   1
APVAAPV   1
PPVAAPV   1
NRVAAPV   2
VAAPAPV   1
VPAPAPV   1
AVAPAPV   1
PVAPAPV   1
VAPPAPV   1
VPPPAPV   1
AVPPAPV   1
PVPPAPV   1
VNRPAPV   2
AAVPAPV   1
PAVPAPV   1
APVPAPV   1
PPVPAPV   1
NRVPAPV   2
VANRAPV   2
VPNRAPV   2
AVNRAPV   2
PVNRAPV   2
AAAVAPV   1
PAAVAPV   1
APAVAPV   1
PPAVAPV   1
NRAVAPV   2
AAPVAPV   1
PAPVAPV   1
APPVAPV   1
PPPVAPV   1
NRPVAPV   2
ANRVAPV   2
PNRVAPV   2
VAAAPPV   1
VPAAPPV   1
AVAAPPV   1
PVAAPPV   1
VAPAPPV   1
VPPAPPV   1
AVPAPPV   1
PVPAPPV   1
VNRAPPV   2
AAVAPPV   1
PAVAPPV   1
APVAPPV   1
PPVAPPV   1
NRVAPPV   2
VAAPPPV   1
VPAPPPV   1
AVAPPPV   1
PVAPPPV   1
VAPPPPV   1
VPPPPPV   1
AVPPPPV   1
PVPPPPV   1
VNRPPPV   2
AAVPPPV   1
PAVPPPV   1
APVPPPV   1
PPVPPPV   1
NRVPPPV   2
VANRPPV   2
VPNRPPV   2
AVNRPPV   2
PVNRPPV   2
AAAVPPV   1
PAAVPPV   1
APAVPPV   1
PPAVPPV   1
NRAVPPV   2
AAPVPPV   1
PAPVPPV   1
APPVPPV   1
PPPVPPV   1
NRPVPPV   2
ANRVPPV   2
PNRVPPV   2
VAANRPV   2
VPANRPV   2
AVANRPV   2
PVANRPV   2
VAPNRPV   2
VPPNRPV   2
AVPNRPV   2
PVPNRPV   2
VNRNRPV   5
AAVNRPV   2
PAVNRPV   2
APVNRPV   2
PPVNRPV   2
NRVNRPV   5
AAAAVPV   1
PAAAVPV   1
APAAVPV   1
PPAAVPV   1
NRAAVPV   2
AAPAVPV   1
PAPAVPV   1
APPAVPV   1
PPPAVPV   1
NRPAVPV   2
ANRAVPV   2
PNRAVPV   2
AAAPVPV   1
PAAPVPV   1
APAPVPV   1
PPAPVPV   1
NRAPVPV   2
AAPPVPV   1
PAPPVPV   1
APPPVPV   1
PPPPVPV   1
NRPPVPV   2
ANRPVPV   2
PNRPVPV   2
AANRVPV   2
PANRVPV   2
APNRVPV   2
PPNRVPV   2
NRNRVPV   5
VAAANRV   2
VPAANRV   2
AVAANRV   2
PVAANRV   2
VAPANRV   2
VPPANRV   2
AVPANRV   2
PVPANRV   2
VNRANRV   5
AAVANRV   2
PAVANRV   2
APVANRV   2
PPVANRV   2
NRVANRV   5
VAAPNRV   2
VPAPNRV   2
AVAPNRV   2
PVAPNRV   2
VAPPNRV   2
VPPPNRV   2
AVPPNRV   2
PVPPNRV   2
VNRPNRV   5
AAVPNRV   2
PAVPNRV   2
APVPNRV   2
PPVPNRV   2
NRVPNRV   5
VANRNRV   5
VPNRNRV   5
AVNRNRV   5
PVNRNRV   5
AAAVNRV   2
PAAVNRV   2
APAVNRV   2
PPAVNRV   2
NRAVNRV   5
AAPVNRV   2
PAPVNRV   2
APPVNRV   2
PPPVNRV   2
NRPVNRV   5
ANRVNRV   5
PNRVNRV   5
AAAAAVV   1
PAAAAVV   1
APAAAVV   1
PPAAAVV   1
NRAAAVV   2
AAPAAVV   1
PAPAAVV   1
APPAAVV   1
PPPAAVV   1
NRPAAVV   2
ANRAAVV   2
PNRAAVV   2
AAAPAVV   1
PAAPAVV   1
APAPAVV   1
PPAPAVV   1
NRAPAVV   2
AAPPAVV   1
PAPPAVV   1
APPPAVV   1
PPPPAVV   1
NRPPAVV   2
ANRPAVV   2
PNRPAVV   2
AANRAVV   2
PANRAVV   2
APNRAVV   2
PPNRAVV   2
NRNRAVV   5
AAAAPVV   1
PAAAPVV   1
APAAPVV   1
PPAAPVV   1
NRAAPVV   2
AAPAPVV   1
PAPAPVV   1
APPAPVV   1
PPPAPVV   1
NRPAPVV   2
ANRAPVV   2
PNRAPVV   2
AAAPPVV   1
PAAPPVV   1
APAPPVV   1
PPAPPVV   1
NRAPPVV   2
AAPPPVV   1
PAPPPVV   1
APPPPVV   1
PPPPPVV   1
NRPPPVV   2
ANRPPVV   2
PNRPPVV   2
AANRPVV   2
PANRPVV   2
APNRPVV   2
PPNRPVV   2
NRNRPVV   5
AAANRVV   2
PAANRVV   2
APANRVV   2
PPANRVV   2
NRANRVV   5
AAPNRVV   2
PAPNRVV   2
APPNRVV   2
PPPNRVV   2
NRPNRVV   5
ANRNRVV   5
PNRNRVV   5
;
param A :
Mo0812 Mo1216 Mo1620 Mo2008 Tu0812 Tu1216 Tu1620 Tu2008 We0812 We1216 We1620 We2008
Th0812 Th1216 Th1620 Th2008 Fr0812 Fr1216 Fr1620 Fr2008 Sa0812 Sa1216 Sa1620 Sa2008
Su0812 Su1216 Su1620 Su2008
:=
VVAAAAA 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
VVPAAAA 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
VAVAAAA 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
VPVAAAA 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
AVVAAAA 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
PVVAAAA 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 
VVAPAAA 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 
VVPPAAA 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 
VAVPAAA 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 
