XLY   -8.97908e-06    6.45447e-05    0.00015133     0.000155491    0.000136841
XME   -6.90268e-06    0.000213515    0.000272543    0.000233942    0.000213826
XOP   -4.98303e-06    0.000220092    0.000243338    0.00021674     0.000209878

:         EEM            EFA            EWG            EWH            EWI    :=
AGG   -7.96895e-06   -4.06699e-06   -5.99602e-06   -7.8584e-06    -6.77337e-06
DBC    0.000138258    0.000105163    0.000115348    9.1299e-05     0.000126869
DFE    0.000240632    0.000204987    0.000231467    0.00017723     0.000261691
DIA    0.000222521    0.000175019    0.000189938    0.000170088    0.000199166
DXJ    0.000205307    0.000179657    0.000182988    0.000163931    0.000201912
EEM    0.00044286     0.000299704    0.000321138    0.000326203    0.000335762
EFA    0.000299704    0.000252809    0.000273872    0.000226781    0.000297294
EWG    0.000321138    0.000273872    0.000335567    0.000233982    0.000339463
EWH    0.000326203    0.000226781    0.000233982    0.000312529    0.000242783
EWI    0.000335762    0.000297294    0.000339463    0.000242783    0.000830139
EWT    0.000321674    0.000222883    0.000234865    0.000244819    0.000641334
EWU    0.000302703    0.000251835    0.000271189    0.000227828    0.000292407
EWW    0.000342123    0.000242974    0.000262635    0.000245365    0.000278933
EWY    0.000413514    0.000283396    0.000302194    0.000310555    0.000314334
EWZ    0.000461598    0.000313802    0.00033063     0.000322137    0.000358489
EZU    0.000330226    0.000284494    0.000327998    0.000242553    0.000366226
FEZ    0.000335932    0.000291306    0.000336553    0.000244452    0.000376504
FXI    0.000457681    0.000304023    0.000317796    0.000384556    0.000327521
GDX    0.000241102    0.000166728    0.000175726    0.000153366    0.000183668
GLD    3.93214e-05    2.54271e-05    3.09295e-05    1.66173e-05    3.13025e-05
IAU    3.74798e-05    2.43794e-05    2.93559e-05    1.50002e-05    2.99007e-05
IBB    0.000190384    0.000155974    0.000170188    0.000144665    0.00017535
ITB    0.000315325    0.000243101    0.000262078    0.000237354    0.000292729
IVV    0.000238083    0.000186204    0.000201941    0.000181577    0.000213113
IWD    0.000251049    0.000197279    0.000213602    0.000191025    0.000228823
IWM    0.000276486    0.000215351    0.000235255    0.00021111     0.000250244
IYR    0.000327401    0.000244726    0.000262462    0.000252239    0.000272383
KBE    0.000342833    0.000271226    0.000295429    0.000266142    0.000317577
KRE    0.000304543    0.000241811    0.00026409     0.000236828    0.00028195
LQD    1.44829e-05    1.30865e-05    8.32538e-06    9.17753e-06    9.13169e-06
OIL    0.000222704    0.000168659    0.000182908    0.000147848    0.000200568
SDS   -0.000459796   -0.000360028   -0.000391812   -0.000346168   -0.000414398
SH    -0.000236981   -0.000187371   -0.000203098   -0.000177641   -0.000214151
SLV    0.000133007    0.000101065    0.000112845    8.19078e-05    0.000125333
SPY    0.000242479    0.000190227    0.000205404    0.000184737    0.00021735
USO    0.000220377    0.000166194    0.000180977    0.000147488    0.000199403
VGK    0.000310713    0.000266087    0.00029847     0.000227688    0.000328402
VNQ    0.000276023    0.000209686    0.000224312    0.000215742    0.000246322
VTI    0.000243756    0.000190672    0.000206479    0.000184104    0.00021931
VWO    0.000311327    0.000219124    0.000238803    0.000237189    0.000260779
XHB    0.000292089    0.000228119    0.000247599    0.00022005     0.0002756
XLB    0.000285857    0.000221132    0.000241625    0.00021176     0.000259492
XLE    0.000324523    0.000246953    0.000263972    0.000237656    0.000282891
XLF    0.000350001    0.000271934    0.000295124    0.000270216    0.00031378
XLI    0.000243268    0.000193949    0.000214594    0.000182971    0.000231554
XLK    0.000232754    0.000179839    0.000196876    0.000178032    0.000204266
XLP    0.000130793    0.000104252    0.00011422     9.93254e-05    0.000122973
XLU    0.0001668      0.000127728    0.000135532    0.000122938    0.000142864
XLV    0.000156457    0.000129753    0.000142874    0.000121042    0.000142841
XLY    0.000234547    0.000184329    0.000202349    0.000180292    0.000212988
XME    0.000436062    0.000318837    0.000342135    0.000312464    0.000367408
XOP    0.000382059    0.000289545    0.00030932     0.000274205    0.000336637

:         EWT            EWU            EWW            EWY            EWZ    :=
AGG   -6.84256e-06   -4.86205e-06   -3.52071e-06   -8.18239e-06   -2.45782e-06
DBC    8.85502e-05    0.000110817    0.000118965    0.000121351    0.000178085
DFE    0.000185841    0.000209053    0.000206588    0.000235203    0.000263241
DIA    0.000163249    0.000176784    0.000183854    0.000210023    0.000226376
DXJ    0.000158459    0.000168155    0.000173982    0.000194196    0.000214375
EEM    0.000321674    0.000302703    0.000342123    0.000413514    0.000461598
EFA    0.000222883    0.000251835    0.000242974    0.000283396    0.000313802
EWG    0.000234865    0.000271189    0.000262635    0.000302194    0.00033063
EWH    0.000244819    0.000227828    0.000245365    0.000310555    0.000322137
EWI    0.000641334    0.000292407    0.000278933    0.000314334    0.000358489
EWT    0.000724596    0.00022204     0.000238726    0.000330239    0.000312517
EWU    0.00022204     0.000281952    0.000250194    0.000286926    0.000324484
EWW    0.000238726    0.000250194    0.00035403     0.000318442    0.00038464
EWY    0.000330239    0.000286926    0.000318442    0.000482196    0.000410083
EWZ    0.000312517    0.000324484    0.00038464     0.000410083    0.000649712
EZU    0.000243147    0.000281431    0.000272703    0.000308863    0.000347948
FEZ    0.000244753    0.000285842    0.00027938     0.000312782    0.000354306
FXI    0.000337319    0.000302922    0.000342965    0.000433451    0.000449937
GDX    0.000153443    0.000173914    0.000198322    0.000210516    0.000311363
GLD    2.04064e-05    2.57506e-05    3.03309e-05    2.97854e-05    5.97021e-05
IAU    1.94439e-05    2.43592e-05    2.86668e-05    2.76981e-05    5.76016e-05
IBB    0.000131286    0.000157544    0.000165119    0.00017607     0.000197523
ITB    0.000239104    0.000245296    0.000283988    0.000292824    0.00032489
IVV    0.00017458     0.000187812    0.00019883     0.000223033    0.000246024
IWD    0.000183653    0.000199129    0.000212382    0.000234764    0.000261726
IWM    0.000204832    0.000215546    0.00023188     0.00026091     0.00028269
IYR    0.000242812    0.000247254    0.000273387    0.000307352    0.000327502
KBE    0.000251372    0.000275458    0.000296057    0.000319637    0.000343206
KRE    0.000222118    0.00024261     0.000262338    0.000287294    0.000292195
LQD    9.73396e-06    1.12745e-05    1.28181e-05    1.14028e-05    2.01006e-05
OIL    0.000142947    0.000180697    0.000187613    0.000197847    0.000286979
SDS   -0.000333294   -0.000363574   -0.000392559   -0.000431078   -0.000488901
SH    -0.000170067   -0.000186659   -0.000203632   -0.000218432   -0.000238907
SLV    8.50786e-05    0.00010516     0.000114324    0.000115811    0.000177907
SPY    0.000176566    0.000192439    0.000204395    0.00022753     0.000252998
USO    0.000143598    0.000178697    0.000183794    0.000197773    0.000277603
VGK    0.000226293    0.000270792    0.000257873    0.000290208    0.000328908
VNQ    0.000205485    0.000214695    0.00024177     0.000266197    0.000285751
VTI    0.000178281    0.000191824    0.000204654    0.000227041    0.000253972
VWO    0.000242352    0.000219507    0.000252787    0.000295574    0.000342309
XHB    0.000221877    0.00023075     0.000261396    0.000271013    0.000299373
XLB    0.000203662    0.000225513    0.000242973    0.000259796    0.000323719
XLE    0.000226611    0.000254293    0.000265497    0.000296046    0.000367814
XLF    0.000254503    0.000274993    0.000295014    0.000326164    0.000352285
XLI    0.000180577    0.000195894    0.000206729    0.00022866     0.000254156
XLK    0.000176908    0.000181263    0.0001925      0.000219078    0.000236913
XLP    9.91389e-05    0.000104729    0.000112251    0.000126723    0.000134751
XLU    0.000120659    0.000127746    0.000138505    0.000159977    0.000181556
XLV    0.000103442    0.00013014     0.000133229    0.000147632    0.00015674
XLY    0.000173446    0.000185427    0.000201176    0.000219744    0.000236557
XME    0.00031058     0.000326578    0.000359535    0.000399746    0.000514128
XOP    0.000260453    0.000298285    0.000317271    0.000350038    0.00044587

:         EZU            FEZ            FXI            GDX            GLD    :=
AGG   -6.06514e-06   -5.79814e-06   -1.16817e-05    8.96124e-06    5.77089e-06
DBC    0.000120238    0.000124056    0.000127985    0.000172277    6.35388e-05
DFE    0.00024303     0.000244884    0.000242941    0.000146423    2.47474e-05
DIA    0.000194931    0.000201069    0.00022689     9.5979e-05     2.78377e-06
DXJ    0.000189209    0.000199204    0.000218958    8.93828e-05    3.46563e-06
EEM    0.000330226    0.000335932    0.000457681    0.000241102    3.93214e-05
EFA    0.000284494    0.000291306    0.000304023    0.000166728    2.54271e-05
EWG    0.000327998    0.000336553    0.000317796    0.000175726    3.09295e-05
EWH    0.000242553    0.000244452    0.000384556    0.000153366    1.66173e-05
EWI    0.000366226    0.000376504    0.000327521    0.000183668    3.13025e-05
EWT    0.000243147    0.000244753    0.000337319    0.000153443    2.04064e-05
EWU    0.000281431    0.000285842    0.000302922    0.000173914    2.57506e-05
EWW    0.000272703    0.00027938     0.000342965    0.000198322    3.03309e-05
EWY    0.000308863    0.000312782    0.000433451    0.000210516    2.97854e-05
EWZ    0.000347948    0.000354306    0.000449937    0.000311363    5.97021e-05
EZU    0.000346782    0.000351033    0.000327395    0.000181777    3.0541e-05
FEZ    0.000351033    0.000372321    0.000332243    0.000182862    2.8914e-05
FXI    0.000327395    0.000332243    0.000581539    0.000210317    2.3892e-05
GDX    0.000181777    0.000182862    0.000210317    0.000807       0.000268305
GLD    3.0541e-05     2.8914e-05     2.3892e-05     0.000268305    0.000153971
IAU    2.90253e-05    2.74186e-05    2.18282e-05    0.00026656     0.000153085
IBB    0.000175275    0.000181375    0.000196506    8.88453e-05   -1.71833e-06
ITB    0.000277556    0.000283711    0.000319216    0.000131939   -4.99982e-06
IVV    0.000208809    0.000214476    0.00024365     0.00011227     5.50953e-06
IWD    0.000221824    0.000228328    0.000255222    0.000120989    6.8231e-06
IWM    0.000243051    0.000248551    0.000284622    0.000131464    5.40944e-06
IYR    0.000274089    0.000278953    0.000332524    0.000152607    9.62182e-06
KBE    0.000311145    0.000319647    0.00035356     9.6513e-05    -2.25892e-05
KRE    0.000275616    0.000283898    0.000313144    9.08744e-05   -1.41781e-05
LQD    1.04755e-05    1.01391e-05    1.35234e-05    1.82934e-05    3.71371e-06
OIL    0.00019238     0.000197634    0.000211979    0.000226786    7.18648e-05
SDS   -0.000404494   -0.000418472   -0.000465599   -0.000221712   -9.18342e-06
SH    -0.000209331   -0.00021638    -0.000240819   -0.000114856   -5.26763e-06
SLV    0.00011436     0.000116181    0.000109551    0.000420854    0.00020954
SPY    0.000212618    0.000219727    0.000246258    0.000114801    5.51662e-06
USO    0.000189089    0.000193942    0.000211134    0.000224478    6.959e-05
VGK    0.000311385    0.000321611    0.00030908     0.000179768    2.78906e-05
VNQ    0.000240855    0.000244433    0.00028255     0.000138957    1.53578e-05
VTI    0.00021371     0.000219926    0.000246539    0.000118637    7.51849e-06
VWO    0.000249839    0.000254856    0.00032883     0.00017749     3.32968e-05
XHB    0.00026034     0.000267003    0.000293701    0.000119496   -5.64983e-06
XLB    0.000248877    0.000257243    0.000286187    0.000216281    3.90109e-05
XLE    0.000273119    0.000281352    0.000323405    0.000244817    4.39672e-05
XLF    0.000309926    0.000317013    0.000362428    0.000115535   -1.34063e-05
XLI    0.000220051    0.000228042    0.00024509     0.000117553    7.35984e-06
XLK    0.000201349    0.000206867    0.000237427    0.000104457    2.14606e-06
XLP    0.000117366    0.000121549    0.000131886    5.13811e-05   -9.45547e-07
XLU    0.000138793    0.000144686    0.000166052    0.000101038    1.28724e-05
XLV    0.000145916    0.000152916    0.000161039    6.38455e-05   -4.9556e-07
XLY    0.000208825    0.000214821    0.000237085    9.12261e-05   -5.22467e-06
XME    0.000352838    0.000361109    0.000430498    0.000466593    0.000106346
XOP    0.000321132    0.000329805    0.000374274    0.000314078    5.60187e-05

:         IAU            IBB            ITB            IVV            IWD    :=
AGG    6.14995e-06   -4.29405e-06   -8.90731e-06   -6.25849e-06   -5.44288e-06
DBC    6.30547e-05    5.65308e-05    8.69941e-05    7.46537e-05    8.15342e-05
DFE    2.42443e-05    0.000128698    0.000209431    0.000150136    0.000159869
DIA    1.77369e-06    0.000128997    0.000206544    0.000153263    0.000162405
DXJ    3.19194e-06    0.000126801    0.000174442    0.000135876    0.000143563
EEM    3.74798e-05    0.000190384    0.000315325    0.000238083    0.000251049
EFA    2.43794e-05    0.000155974    0.000243101    0.000186204    0.000197279
EWG    2.93559e-05    0.000170188    0.000262078    0.000201941    0.000213602
EWH    1.50002e-05    0.000144665    0.000237354    0.000181577    0.000191025
EWI    2.99007e-05    0.00017535     0.000292729    0.000213113    0.000228823
EWT    1.94439e-05    0.000131286    0.000239104    0.00017458     0.000183653
EWU    2.43592e-05    0.000157544    0.000245296    0.000187812    0.000199129
EWW    2.86668e-05    0.000165119    0.000283988    0.00019883     0.000212382
EWY    2.76981e-05    0.00017607     0.000292824    0.000223033    0.000234764
EWZ    5.76016e-05    0.000197523    0.00032489     0.000246024    0.000261726
EZU    2.90253e-05    0.000175275    0.000277556    0.000208809    0.000221824
FEZ    2.74186e-05    0.000181375    0.000283711    0.000214476    0.000228328
FXI    2.18282e-05    0.000196506    0.000319216    0.00024365     0.000255222
GDX    0.00026656     8.88453e-05    0.000131939    0.00011227     0.000120989
GLD    0.000153085   -1.71833e-06   -4.99982e-06    5.50953e-06    6.8231e-06
IAU    0.000153821   -2.67615e-06   -5.54323e-06    4.40848e-06    5.75312e-06
IBB   -2.67615e-06    0.000243555    0.00021113     0.000144661    0.000148751
ITB   -5.54323e-06    0.00021113     0.000612232    0.000233456    0.000253804
IVV    4.40848e-06    0.000144661    0.000233456    0.000166059    0.000175164
IWD    5.75312e-06    0.000148751    0.000253804    0.000175164    0.000192055
IWM    3.85757e-06    0.000188934    0.000310435    0.00019418     0.00020696
IYR    7.71582e-06    0.0001805      0.000384518    0.000225827    0.00024739
KBE   -2.41907e-05    0.000201095    0.00043524     0.000255024    0.000289317
KRE   -1.56627e-05    0.000191575    0.000388826    0.000226377    0.0002549
LQD    4.09349e-06    3.67949e-06    9.01457e-06    5.53102e-06    6.30065e-06
OIL    7.16416e-05    9.74439e-05    0.000142406    0.000125071    0.000137019
SDS   -7.01136e-06   -0.000285583   -0.000454094   -0.000320887   -0.000339958
SH    -4.46493e-06   -0.000139258   -0.000234778   -0.000164993   -0.000174619
SLV    0.000209519    4.80235e-05    6.04099e-05    5.65273e-05    6.30203e-05
SPY    4.34646e-06    0.000146553    0.000234211    0.000167359    0.000177719
USO    6.91779e-05    9.20337e-05    0.000139207    0.000123511    0.00013518
VGK    2.67381e-05    0.000167464    0.000263095    0.000197067    0.000209212
VNQ    1.32369e-05    0.000162692    0.000345338    0.000196524    0.000219983
VTI    6.42252e-06    0.000150832    0.00024088     0.000168684    0.000179343
VWO    3.20885e-05    0.000149323    0.000265622    0.000178542    0.000191699
XHB   -6.49037e-06    0.000196671    0.000519369    0.000216977    0.000235264
XLB    3.7356e-05     0.000160624    0.00026142     0.000185537    0.000196373
XLE    4.23464e-05    0.000167376    0.000253565    0.000205584    0.000219671
XLF   -1.53755e-05    0.00020014     0.00041375     0.00025247     0.000279851
XLI    6.54363e-06    0.000146253    0.000247568    0.000170335    0.000181163
XLK    9.70909e-07    0.000138622    0.000212096    0.000158923    0.000163013
XLP   -1.45677e-06    8.06374e-05    0.000123456    9.29417e-05    9.69889e-05
XLU    1.18938e-05    8.56388e-05    0.000129991    0.000109193    0.000117102
XLV   -1.51664e-06    0.000140886    0.000150176    0.000116812    0.000122571
XLY   -6.37849e-06    0.000149982    0.000276173    0.000169414    0.000177978
XME    0.000103517    0.000213135    0.000369201    0.00026128     0.0002783
XOP    5.42318e-05    0.00020417     0.000310141    0.000240739    0.000260121

:         IWM            IYR            KBE            KRE            LQD    :=
AGG   -9.76908e-06   -8.82295e-06   -1.38116e-05   -1.37328e-05    1.09178e-05
DBC    8.74686e-05    8.65171e-05    9.71602e-05    8.27142e-05    5.83411e-06
DFE    0.000178916    0.00018764     0.000223892    0.000193895    1.0639e-05
DIA    0.000175211    0.00020354     0.00022786     0.000206954    5.91692e-06
DXJ    0.000157296    0.000164016    0.000198111    0.000180255    7.26901e-06
EEM    0.000276486    0.000327401    0.000342833    0.000304543    1.44829e-05
EFA    0.000215351    0.000244726    0.000271226    0.000241811    1.30865e-05
EWG    0.000235255    0.000262462    0.000295429    0.00026409     8.32538e-06
EWH    0.00021111     0.000252239    0.000266142    0.000236828    9.17753e-06
EWI    0.000250244    0.000272383    0.000317577    0.00028195     9.13169e-06
EWT    0.000204832    0.000242812    0.000251372    0.000222118    9.73396e-06
EWU    0.000215546    0.000247254    0.000275458    0.00024261     1.12745e-05
EWW    0.00023188     0.000273387    0.000296057    0.000262338    1.28181e-05
EWY    0.00026091     0.000307352    0.000319637    0.000287294    1.14028e-05
EWZ    0.00028269     0.000327502    0.000343206    0.000292195    2.01006e-05
EZU    0.000243051    0.000274089    0.000311145    0.000275616    1.04755e-05
FEZ    0.000248551    0.000278953    0.000319647    0.000283898    1.01391e-05
FXI    0.000284622    0.000332524    0.00035356     0.000313144    1.35234e-05
GDX    0.000131464    0.000152607    9.6513e-05     9.08744e-05    1.82934e-05
GLD    5.40944e-06    9.62182e-06   -2.25892e-05   -1.41781e-05    3.71371e-06
IAU    3.85757e-06    7.71582e-06   -2.41907e-05   -1.56627e-05    4.09349e-06
IBB    0.000188934    0.0001805      0.000201095    0.000191575    3.67949e-06
ITB    0.000310435    0.000384518    0.00043524     0.000388826    9.01457e-06
IVV    0.00019418     0.000225827    0.000255024    0.000226377    5.53102e-06
IWD    0.00020696     0.00024739     0.000289317    0.0002549      6.30065e-06
IWM    0.000272492    0.000288697    0.000313787    0.000297581    4.56157e-06
IYR    0.000288697    0.00047387     0.00041581     0.000364891    9.28055e-06
KBE    0.000313787    0.00041581     0.000619132    0.000496389    3.2628e-06
KRE    0.000297581    0.000364891    0.000496389    0.000489772   -1.02658e-06
LQD    4.56157e-06    9.28055e-06    3.2628e-06    -1.02658e-06    3.11707e-05
OIL    0.000147323    0.000135457    0.000170965    0.000143197    1.95512e-06
SDS   -0.0003743     -0.000432475   -0.000499208   -0.00043962    -1.15166e-05
SH    -0.000191296   -0.000223732   -0.000254874   -0.000225686   -5.70876e-06
SLV    6.8638e-05     6.8097e-05     3.67721e-05    4.12469e-05    1.19177e-05
SPY    0.000195491    0.000225915    0.000256238    0.000228682    7.61818e-06
USO    0.000144226    0.000137015    0.000165508    0.00013852     1.62521e-06
VGK    0.00022945     0.000257821    0.000291264    0.000258101    1.08877e-05
VNQ    0.00025653     0.000427145    0.000384738    0.000332349    3.96691e-06
VTI    0.00020094     0.000231314    0.000259468    0.000233038    6.48196e-06
VWO    0.000218439    0.000256164    0.000273981    0.000239604   -6.41387e-08
XHB    0.000285162    0.000341552    0.000394591    0.000357067    5.40714e-06
XLB    0.000223161    0.000245195    0.000264837    0.000237225    5.74876e-06
XLE    0.000235313    0.000250436    0.000276331    0.000247405    9.12323e-06
XLF    0.000305188    0.000410441    0.000537245    0.000433588    5.71716e-06
XLI    0.00020432     0.000230427    0.0002595      0.00023585     3.25891e-06
XLK    0.000185275    0.000208877    0.000224901    0.000204334    5.2876e-06
XLP    0.000104601    0.000121608    0.000126845    0.000117449    3.53164e-06
XLU    0.000119283    0.000149941    0.000131223    0.000123918    1.20899e-05
XLV    0.000135273    0.000138041    0.000157473    0.000149839    3.89918e-06
XLY    0.000206781    0.000247497    0.000269247    0.000242186    1.2516e-06
XME    0.000327576    0.000354942    0.000365311    0.000322229    1.5689e-05
XOP    0.000291201    0.000289502    0.000325198    0.000296881    1.16326e-05

:         OIL            SDS             SH            SLV            SPY    :=
AGG   -6.33865e-06    1.12725e-05    7.05472e-06    8.69687e-06   -5.16086e-06
DBC    0.000256663   -0.00014981    -7.54674e-05    0.00014054     7.76623e-05
DFE    0.000154423   -0.000288301   -0.000145878    9.37637e-05    0.000152095
DIA    0.000110693   -0.000296239   -0.000153333    5.09181e-05    0.000156966
DXJ    0.000116781   -0.000274058   -0.000144901    6.27842e-05    0.000140188
EEM    0.000222704   -0.000459796   -0.000236981    0.000133007    0.000242479
EFA    0.000168659   -0.000360028   -0.000187371    0.000101065    0.000190227
EWG    0.000182908   -0.000391812   -0.000203098    0.000112845    0.000205404
EWH    0.000147848   -0.000346168   -0.000177641    8.19078e-05    0.000184737
EWI    0.000200568   -0.000414398   -0.000214151    0.000125333    0.00021735
EWT    0.000142947   -0.000333294   -0.000170067    8.50786e-05    0.000176566
EWU    0.000180697   -0.000363574   -0.000186659    0.00010516     0.000192439
EWW    0.000187613   -0.000392559   -0.000203632    0.000114324    0.000204395
EWY    0.000197847   -0.000431078   -0.000218432    0.000115811    0.00022753
EWZ    0.000286979   -0.000488901   -0.000238907    0.000177907    0.000252998
EZU    0.00019238    -0.000404494   -0.000209331    0.00011436     0.000212618
FEZ    0.000197634   -0.000418472   -0.00021638     0.000116181    0.000219727
FXI    0.000211979   -0.000465599   -0.000240819    0.000109551    0.000246258
GDX    0.000226786   -0.000221712   -0.000114856    0.000420854    0.000114801
GLD    7.18648e-05   -9.18342e-06   -5.26763e-06    0.00020954     5.51662e-06
IAU    7.16416e-05   -7.01136e-06   -4.46493e-06    0.000209519    4.34646e-06
IBB    9.74439e-05   -0.000285583   -0.000139258    4.80235e-05    0.000146553
ITB    0.000142406   -0.000454094   -0.000234778    6.04099e-05    0.000234211
IVV    0.000125071   -0.000320887   -0.000164993    5.65273e-05    0.000167359
IWD    0.000137019   -0.000339958   -0.000174619    6.30203e-05    0.000177719
IWM    0.000147323   -0.0003743     -0.000191296    6.8638e-05     0.000195491
IYR    0.000135457   -0.000432475   -0.000223732    6.8097e-05     0.000225915
KBE    0.000170965   -0.000499208   -0.000254874    3.67721e-05    0.000256238
KRE    0.000143197   -0.00043962    -0.000225686    4.12469e-05    0.000228682
LQD    1.95512e-06   -1.15166e-05   -5.70876e-06    1.19177e-05    7.61818e-06
OIL    0.000546118   -0.000245906   -0.000128262    0.000176048    0.000127856
SDS   -0.000245906    0.00065391     0.000329555   -0.000111218   -0.000326978
SH    -0.000128262    0.000329555    0.0005696     -5.20287e-05   -0.000167551
SLV    0.000176048   -0.000111218   -5.20287e-05    0.000443647    6.16534e-05
SPY    0.000127856   -0.000326978   -0.000167551    6.16534e-05    0.000172404
USO    0.000507486   -0.000242891   -0.000126543    0.000169337    0.000126362
VGK    0.000185564   -0.000382992   -0.000198118    0.000108185    0.000200668
VNQ    0.000117739   -0.000382083   -0.000196555    7.11079e-05    0.000198126
VTI    0.000129749   -0.000327328   -0.000168495    6.35098e-05    0.000171462
